queue_length,priority,num_doctors,arrival_rate,dept_load,time_of_day,free_doctors,wait_time
10,0,2,0.348,2,13,0,0.0
18,2,2,0.348,6,16,0,74.0
18,2,2,0.348,0,21,0,69.0
14,2,2,0.348,1,13,0,60.0
13,2,2,0.348,4,18,0,55.0
10,0,2,0.348,1,3,0,1.0
8,2,2,0.348,0,15,0,38.0
9,2,2,0.348,0,16,0,41.0
9,2,2,0.348,1,20,0,37.0
9,2,2,0.348,0,22,0,41.0
10,2,2,0.348,1,22,0,44.0
9,2,2,0.348,1,13,0,29.0
10,2,2,0.348,2,15,0,30.0
11,2,2,0.348,2,16,0,32.0
10,2,2,0.348,2,19,0,32.0
11,2,2,0.348,1,1,0,30.0
9,2,2,0.348,0,7,0,25.0
10,2,2,0.348,1,9,0,27.0
8,2,2,0.348,2,17,0,22.0
5,2,2,0.348,1,1,0,18.0
1,0,2,0.348,1,20,0,0.0
1,0,2,0.348,0,22,0,2.0
1,2,2,0.348,0,19,0,8.0
2,2,2,0.348,0,23,0,10.0
2,2,2,0.348,0,2,0,7.0
6,1,2,0.348,0,11,0,2.0
7,1,2,0.348,1,12,0,4.0
3,2,2,0.348,1,3,0,13.0
3,2,2,0.348,0,5,0,15.0
5,1,2,0.348,3,21,0,2.0
6,1,2,0.348,0,22,0,3.0
7,1,2,0.348,2,0,0,6.0
4,2,2,0.348,1,7,0,25.0
5,2,2,0.348,2,8,0,27.0
6,2,2,0.348,1,9,0,29.0
5,2,2,0.348,2,10,0,28.0
7,2,2,0.348,2,15,0,26.0
7,2,2,0.348,4,23,0,23.0
7,2,2,0.348,4,6,0,17.0
7,2,2,0.348,0,8,0,20.0
7,2,2,0.348,0,11,0,20.0
5,2,2,0.348,0,15,0,18.0
5,2,2,0.348,1,20,0,17.0
4,2,2,0.348,2,2,0,14.0
2,2,2,0.348,0,13,0,4.0
1,1,2,0.348,0,20,0,0.0
2,2,2,0.348,1,16,0,7.0
0,1,2,0.348,0,0,0,1.0
0,0,2,0.348,0,2,0,2.0
1,2,2,0.348,1,3,0,2.0
1,0,2,0.348,1,7,0,1.0
0,2,2,0.348,0,7,0,6.0
1,1,2,0.348,1,14,0,1.0
3,0,2,0.348,0,19,0,2.0
2,1,2,0.348,0,17,0,4.0
4,1,2,0.348,0,21,0,5.0
4,1,2,0.348,1,0,0,5.0
5,1,2,0.348,1,3,0,4.0
1,2,2,0.348,0,10,0,24.0
1,2,2,0.348,1,16,0,19.0
3,2,2,0.348,0,22,0,16.0
5,2,2,0.348,0,1,0,15.0
6,2,2,0.348,1,3,0,16.0
5,2,2,0.348,1,10,0,12.0
0,0,2,0.348,0,15,2,0.0
0,2,2,0.348,0,19,1,0.0
0,2,2,0.348,0,23,0,1.0
0,1,2,0.588,0,1,2,0.0
0,0,2,0.588,0,2,1,0.0
0,0,2,0.588,0,5,0,2.0
2,1,2,0.588,1,10,0,0.0
2,0,2,0.588,1,11,0,2.0
5,1,2,0.588,1,16,0,0.0
5,0,2,0.588,3,18,0,2.0
6,0,2,0.588,4,19,0,5.0
7,1,2,0.588,5,20,0,8.0
11,1,2,0.588,1,23,0,7.0
14,1,2,0.588,1,4,0,5.0
1,2,2,0.588,0,6,0,27.0
16,1,2,0.588,1,12,0,2.0
17,1,2,0.588,4,13,0,3.0
1,2,2,0.588,0,9,0,35.0
3,2,2,0.588,0,12,0,33.0
17,0,2,0.588,5,23,0,4.0
3,2,2,0.588,1,14,0,38.0
4,2,2,0.588,2,15,0,39.0
15,1,2,0.588,2,7,0,3.0
7,2,2,0.588,0,21,0,39.0
8,2,2,0.588,1,22,0,39.0
9,2,2,0.588,0,23,0,42.0
10,2,2,0.588,1,23,0,46.0
12,2,2,0.588,2,23,0,48.0
13,1,2,0.588,3,1,0,3.0
14,1,2,0.588,2,3,0,1.0
13,1,2,0.588,1,5,0,2.0
16,0,2,0.588,5,10,0,1.0
14,1,2,0.588,4,6,0,8.0
19,0,2,0.588,4,15,0,5.0
23,0,2,0.588,4,19,0,4.0
27,0,2,0.588,6,2,0,0.0
14,1,2,0.588,3,8,0,21.0
17,1,2,0.588,2,11,0,18.0
18,1,2,0.588,3,13,0,19.0
20,1,2,0.588,3,16,0,17.0
21,1,2,0.588,4,17,0,19.0
22,1,2,0.588,0,18,0,24.0
24,1,2,0.588,4,19,0,25.0
25,1,2,0.588,5,20,0,26.0
25,1,2,0.588,1,21,0,26.0
26,0,2,0.588,5,1,0,5.0
26,1,2,0.588,4,10,0,21.0
27,1,2,0.588,2,15,0,18.0
26,0,2,0.588,4,13,0,2.0
25,1,2,0.588,5,12,0,5.0
12,2,2,0.588,4,2,0,113.0
13,2,2,0.588,3,3,0,117.0
14,2,2,0.588,0,5,0,116.0
15,2,2,0.588,2,6,0,117.0
15,2,2,0.588,3,8,0,116.0
16,2,2,0.588,2,9,0,120.0
21,1,2,0.588,4,12,0,0.0
22,1,2,0.588,4,15,0,1.0
23,1,2,0.588,4,17,0,0.0
24,1,2,0.588,4,20,0,5.0
25,1,2,0.588,3,21,0,5.0
26,1,2,0.588,4,22,0,9.0
27,1,2,0.588,4,4,0,5.0
27,1,2,0.588,6,9,0,2.0
27,1,2,0.588,4,10,0,4.0
27,0,2,0.588,3,15,0,3.0
27,1,2,0.588,5,6,0,5.0
24,1,2,0.588,3,23,0,1.0
23,1,2,0.588,3,11,0,0.0
24,0,2,0.588,3,15,0,2.0
25,1,2,0.588,4,17,0,2.0
27,1,2,0.588,5,22,0,0.0
26,0,2,0.588,3,10,0,4.0
27,1,2,0.588,4,11,0,6.0
26,1,2,0.588,1,18,0,8.0
26,0,2,0.588,9,4,0,3.0
27,0,2,0.588,4,10,0,0.0
20,1,2,0.588,4,8,0,1.0
20,1,2,0.588,4,13,0,5.0
22,1,2,0.588,1,17,0,2.0
21,1,2,0.588,4,20,0,2.0
22,1,2,0.588,6,0,0,0.0
22,1,2,0.588,5,4,0,0.0
23,0,2,0.588,7,5,0,0.0
26,0,2,0.588,4,10,0,0.0
24,1,2,0.588,6,8,0,4.0
27,1,2,0.588,4,12,0,7.0
26,1,2,0.588,5,4,0,2.0
20,0,2,0.588,1,15,0,3.0
21,1,2,0.588,4,16,0,6.0
22,0,2,0.588,4,1,0,0.0
24,0,2,0.588,1,3,0,3.0
27,0,2,0.588,8,6,0,0.0
23,1,2,0.588,6,2,0,11.0
26,1,2,0.588,4,8,0,7.0
27,1,2,0.588,3,20,0,2.0
26,1,2,0.588,4,3,0,1.0
25,0,2,0.588,4,20,0,4.0
22,2,2,0.588,6,5,0,120.0
25,2,2,0.588,7,9,0,120.0
26,2,2,0.588,2,22,0,115.0
20,0,2,0.588,3,18,0,2.0
22,0,2,0.588,5,23,0,0.0
25,2,2,0.588,4,2,0,118.0
21,0,2,0.588,4,1,0,3.0
23,1,2,0.588,3,4,0,2.0
22,1,2,0.588,4,7,0,0.0
25,0,2,0.588,3,13,0,1.0
25,2,2,0.588,1,18,0,119.0
25,0,2,0.588,4,20,0,0.0
21,2,2,0.588,2,13,0,103.0
24,0,2,0.588,4,21,0,2.0
21,2,2,0.588,2,22,0,103.0
21,2,2,0.588,3,23,0,103.0
23,2,2,0.588,4,1,0,107.0
27,0,2,0.588,2,13,0,0.0
25,2,2,0.588,7,3,0,112.0
27,1,2,0.588,2,20,0,1.0
26,2,2,0.588,2,4,0,117.0
27,2,2,0.588,8,9,0,116.0
27,2,2,0.588,4,14,0,114.0
27,2,2,0.588,8,16,0,113.0
25,2,2,0.588,9,6,0,106.0
26,2,2,0.588,1,7,0,106.0
21,1,2,0.588,7,21,0,3.0
26,2,2,0.588,3,9,0,112.0
23,0,2,0.588,3,5,0,4.0
27,2,2,0.588,3,9,0,120.0
26,2,2,0.588,9,22,0,110.0
21,2,2,0.588,7,16,0,94.0
27,0,2,0.588,6,16,0,1.0
21,2,2,0.588,3,19,0,94.0
27,1,2,0.588,2,19,0,3.0
21,2,2,0.588,4,22,0,96.0
27,0,2,0.588,9,0,0,2.0
22,2,2,0.588,2,2,0,96.0
26,1,2,0.588,6,3,0,3.0
22,2,2,0.588,1,8,0,96.0
27,1,2,0.588,9,9,0,2.0
23,2,2,0.588,2,9,0,104.0
27,1,2,0.588,3,18,0,2.0
24,2,2,0.588,7,10,0,111.0
27,0,2,0.588,4,3,0,1.0
24,2,2,0.588,3,11,0,116.0
24,2,2,0.588,3,12,0,116.0
26,2,2,0.588,3,14,0,119.0
25,2,2,0.588,4,16,0,118.0
25,2,2,0.588,7,22,0,115.0
24,0,2,0.588,5,19,0,2.0
26,2,2,0.588,5,23,0,119.0
0,0,3,0.439,0,1,3,0.0
0,2,3,0.439,0,3,2,0.0
0,2,3,0.439,0,4,1,0.0
0,1,3,0.439,0,6,0,0.0
0,1,3,0.439,0,7,0,3.0
1,1,3,0.439,0,10,0,0.0
0,0,3,0.439,0,11,1,0.0
0,2,3,0.439,0,12,0,2.0
1,1,3,0.439,0,17,0,0.0
0,2,3,0.439,0,15,0,3.0
3,0,3,0.439,0,22,0,0.0
3,0,3,0.439,1,23,0,0.0
1,1,3,0.439,0,19,0,6.0
6,0,3,0.439,1,4,0,1.0
4,1,3,0.439,0,1,0,6.0
6,1,3,0.439,2,1,0,9.0
6,1,3,0.439,1,12,0,1.0
0,2,3,0.439,0,19,0,19.0
2,2,3,0.439,0,20,0,20.0
3,2,3,0.439,0,0,0,18.0
5,2,3,0.439,1,1,0,18.0
7,2,3,0.439,1,5,0,15.0
3,1,3,0.439,1,21,0,0.0
6,2,3,0.439,1,8,0,17.0
4,2,3,0.439,1,18,0,9.0
4,2,3,0.439,1,19,0,9.0
3,2,3,0.439,1,22,0,8.0
0,1,3,0.439,0,0,3,0.0
0,1,3,0.439,0,7,2,0.0
0,1,3,0.439,0,10,2,0.0
0,2,3,0.439,0,12,2,0.0
0,2,3,0.439,0,14,1,0.0
1,1,3,0.439,0,17,0,0.0
1,1,3,0.439,0,18,0,0.0
0,2,3,0.439,0,15,0,4.0
5,1,3,0.439,2,1,0,0.0
1,2,3,0.439,0,19,0,6.0
4,1,3,0.439,2,3,0,1.0
5,1,3,0.439,0,4,0,0.0
5,0,3,0.439,3,6,0,1.0
5,0,3,0.439,1,8,0,0.0
1,2,3,0.439,1,20,0,15.0
2,2,3,0.439,0,22,0,15.0
3,1,3,0.439,1,14,0,1.0
3,2,3,0.439,0,23,0,17.0
4,2,3,0.439,1,0,0,16.0
4,2,3,0.439,2,5,0,17.0
1,2,3,0.439,0,19,0,5.0
0,1,3,0.439,0,8,3,0.0
0,2,3,0.439,0,10,2,0.0
0,2,3,0.439,0,20,3,0.0
0,2,3,0.439,0,0,2,0.0
0,2,3,0.439,0,2,2,0.0
0,2,3,0.439,0,4,2,0.0
0,0,3,0.439,0,5,1,0.0
1,0,3,0.439,1,5,1,1.0
0,0,3,0.439,0,7,0,1.0
1,2,3,0.439,0,8,0,0.0
0,0,3,0.439,0,11,1,0.0
0,2,3,0.439,0,14,2,0.0
0,0,3,0.439,0,16,1,0.0
0,1,3,0.439,0,17,0,0.0
0,0,3,0.439,0,19,0,0.0
1,2,3,0.439,0,19,0,4.0
1,2,3,0.439,0,21,0,3.0
2,2,3,0.439,0,22,0,2.0
1,0,3,0.439,0,1,0,4.0
2,0,3,0.439,1,2,0,3.0
3,1,3,0.439,1,3,0,2.0
4,1,3,0.439,0,5,0,3.0
3,2,3,0.439,0,23,0,12.0
2,2,3,0.439,0,8,0,5.0
2,2,3,0.439,0,11,0,6.0
3,0,3,0.439,0,19,0,0.0
3,1,3,0.439,1,20,0,0.0
2,2,3,0.439,1,13,0,9.0
2,2,3,0.439,0,14,0,9.0
2,2,3,0.439,0,18,0,7.0
0,2,3,0.439,0,3,1,0.0
0,2,3,0.439,0,8,2,0.0
0,2,3,0.439,0,19,3,0.0
0,2,3,0.439,0,21,2,0.0
0,2,3,0.439,0,2,1,0.0
0,1,3,0.439,0,8,2,0.0
0,2,3,0.439,0,11,2,0.0
0,1,3,0.439,0,14,1,0.0
0,1,3,0.439,0,15,0,1.0
0,2,3,0.439,0,17,0,0.0
0,0,3,0.439,0,18,0,3.0
2,0,3,0.439,0,23,0,0.0
3,0,3,0.439,0,1,0,0.0
1,1,3,0.439,0,21,0,5.0
4,0,3,0.439,1,4,0,3.0
5,0,3,0.439,1,6,0,4.0
1,1,3,0.439,1,22,0,12.0
2,1,3,0.439,0,0,0,14.0
6,1,3,0.439,0,8,0,7.0
7,1,3,0.439,2,10,0,8.0
3,2,3,0.439,0,2,0,18.0
3,2,3,0.439,1,3,0,18.0
6,2,3,0.439,2,7,0,16.0
6,2,3,0.439,2,11,0,12.0
6,1,3,0.439,0,0,0,6.0
7,2,3,0.439,1,14,0,16.0
6,2,3,0.439,0,16,0,16.0
7,2,3,0.439,2,16,0,18.0
8,2,3,0.439,2,16,0,20.0
9,2,3,0.439,2,17,0,19.0
4,1,3,0.439,1,13,0,2.0
7,2,3,0.439,2,22,0,20.0
7,2,3,0.439,1,0,0,18.0
8,2,3,0.439,1,2,0,19.0
9,2,3,0.439,1,3,0,21.0
0,2,3,0.439,0,10,3,0.0
0,1,3,0.439,0,11,2,0.0
1,2,3,0.439,0,11,2,0.0
0,2,3,0.439,0,17,2,0.0
0,0,3,0.439,0,18,1,0.0
0,1,3,0.439,0,0,2,0.0
1,2,3,0.439,0,0,2,0.0
0,2,3,0.439,0,1,0,1.0
1,0,3,0.439,0,5,0,0.0
1,1,3,0.439,1,6,0,0.0
0,2,3,0.439,0,3,0,3.0
0,0,3,0.439,0,7,0,4.0
4,1,3,0.439,2,11,0,4.0
7,1,3,0.439,3,15,0,0.0
6,0,3,0.439,3,16,0,2.0
8,1,3,0.439,1,20,0,3.0
1,2,3,0.439,0,8,0,16.0
2,2,3,0.439,1,10,0,16.0
3,2,3,0.439,0,11,0,18.0
5,2,3,0.439,1,11,0,18.0
7,0,3,0.439,2,7,0,1.0
8,0,3,0.439,0,9,0,2.0
5,2,3,0.439,0,13,0,23.0
6,2,3,0.439,2,15,0,22.0
7,2,3,0.439,0,17,0,23.0
8,2,3,0.439,4,18,0,24.0
9,2,3,0.439,0,21,0,21.0
10,2,3,0.439,2,23,0,22.0
8,2,3,0.439,0,3,0,21.0
8,2,3,0.439,2,8,0,17.0
0,2,3,0.439,0,10,3,0.0
0,2,3,0.439,0,20,3,0.0
0,2,3,0.439,0,22,2,0.0
0,2,3,0.439,0,23,1,0.0
0,1,3,0.439,0,3,0,0.0
0,2,3,0.439,0,4,0,0.0
0,1,3,0.439,0,6,0,0.0
0,2,3,0.439,0,11,2,0.0
0,2,3,0.439,0,12,1,0.0
0,2,3,0.439,0,13,1,0.0
0,1,3,0.439,0,14,0,2.0
1,1,3,0.439,0,15,0,2.0
2,2,3,0.439,1,15,0,4.0
3,1,3,0.439,1,21,0,1.0
5,0,3,0.439,1,0,0,0.0
4,1,3,0.439,1,23,0,4.0
3,2,3,0.439,0,16,0,11.0
5,1,3,0.439,1,5,0,2.0
3,2,3,0.439,0,17,0,14.0
2,2,3,0.439,0,20,0,15.0
5,1,3,0.439,2,12,0,1.0
4,2,3,0.439,0,22,0,17.0
5,2,3,0.439,0,3,0,14.0
4,2,3,0.439,0,4,0,13.0
2,0,3,0.439,0,18,0,4.0
6,2,3,0.439,2,7,0,16.0
5,2,3,0.439,1,8,0,15.0
0,2,3,0.439,0,8,3,0.0
0,1,3,0.439,0,19,3,0.0
0,2,3,0.439,0,1,3,0.0
0,1,3,0.439,0,2,2,0.0
0,2,3,0.439,0,3,1,0.0
1,1,3,0.439,0,5,0,1.0
0,2,3,0.439,0,4,0,4.0
1,2,3,0.439,0,8,0,1.0
1,2,3,0.439,0,9,0,1.0
0,2,3,0.439,0,11,0,0.0
1,0,3,0.439,0,15,0,2.0
2,0,3,0.439,0,17,0,0.0
0,2,3,0.439,0,14,0,4.0
1,1,3,0.439,0,22,0,2.0
2,1,3,0.439,0,22,0,3.0
0,2,3,0.439,0,19,0,8.0
3,2,3,0.439,0,0,0,5.0
0,2,3,0.439,0,6,0,1.0
3,0,3,0.439,0,11,0,1.0
1,2,3,0.439,1,7,0,5.0
1,2,3,0.439,0,8,0,5.0
1,1,3,0.439,1,16,0,1.0
2,2,3,0.439,0,9,0,10.0
2,2,3,0.439,0,17,0,3.0
0,2,3,0.439,0,4,3,0.0
0,1,3,0.439,0,7,2,0.0
0,2,3,0.439,0,13,3,0.0
0,2,3,0.439,0,16,2,0.0
0,0,3,0.439,0,0,2,0.0
0,2,3,0.439,0,4,2,0.0
0,2,3,0.439,0,5,1,0.0
0,1,3,0.439,0,6,0,2.0
1,2,3,0.439,0,7,0,2.0
2,2,3,0.439,0,8,0,4.0
1,1,3,0.439,1,14,0,0.0
1,2,3,0.439,0,10,0,8.0
1,2,3,0.439,0,15,0,4.0
2,2,3,0.439,1,18,0,2.0
2,2,3,0.439,0,19,0,2.0
2,1,3,0.439,0,22,0,0.0
3,0,3,0.439,0,0,0,1.0
4,1,3,0.439,0,1,0,0.0
1,2,3,0.439,0,21,0,6.0
3,1,3,0.439,1,5,0,3.0
6,1,3,0.439,2,8,0,0.0
1,2,3,0.439,0,22,0,12.0
2,2,3,0.439,0,23,0,12.0
3,2,3,0.439,0,2,0,12.0
4,2,3,0.439,0,6,0,10.0
5,2,3,0.439,1,7,0,11.0
3,2,3,0.439,0,12,0,8.0
3,2,3,0.439,0,15,0,6.0
4,2,3,0.439,1,16,0,8.0
3,2,3,0.439,0,20,0,6.0
0,2,3,0.439,0,13,3,0.0
0,2,4,0.374,0,6,4,0.0
0,2,4,0.374,0,8,3,0.0
0,2,4,0.374,0,12,2,0.0
0,2,4,0.374,0,13,1,0.0
0,2,4,0.374,0,15,1,0.0
2,0,4,0.374,1,17,0,0.0
1,1,4,0.374,0,16,0,4.0
3,1,4,0.374,0,17,0,3.0
0,2,4,0.374,0,16,0,5.0
1,1,4,0.374,0,22,0,3.0
3,2,4,0.374,0,19,0,7.0
2,0,4,0.374,1,3,0,0.0
2,2,4,0.374,1,0,0,5.0
3,2,4,0.374,0,1,0,5.0
0,2,4,0.374,0,9,1,0.0
0,1,4,0.374,0,12,2,0.0
0,1,4,0.374,0,14,2,0.0
0,2,4,0.374,0,13,4,0.0
1,0,4,0.374,0,14,3,0.0
0,2,4,0.374,0,14,3,0.0
0,1,4,0.374,0,16,1,0.0
0,2,4,0.374,0,23,4,0.0
0,0,4,0.374,0,0,3,0.0
0,1,4,0.374,0,3,3,0.0
0,2,4,0.374,0,7,3,0.0
0,2,4,0.374,0,15,4,0.0
0,2,4,0.374,0,16,3,0.0
0,2,4,0.374,0,17,2,0.0
0,2,4,0.374,0,19,1,0.0
0,1,4,0.374,0,20,0,1.0
0,1,4,0.374,0,22,1,0.0
0,1,4,0.374,0,1,2,0.0
0,1,4,0.374,0,3,3,0.0
0,2,4,0.374,0,4,2,0.0
0,1,4,0.374,0,8,3,0.0
0,2,4,0.374,0,9,2,0.0
0,2,4,0.374,0,11,2,0.0
0,2,4,0.374,0,14,1,0.0
0,2,4,0.374,0,15,0,0.0
0,2,4,0.374,0,16,0,1.0
0,2,4,0.374,0,19,1,0.0
0,1,4,0.374,0,4,4,0.0
0,2,4,0.374,0,5,3,0.0
0,2,4,0.374,0,0,4,0.0
0,1,4,0.374,0,5,3,0.0
0,2,4,0.374,0,10,3,0.0
0,2,4,0.374,0,12,2,0.0
0,2,4,0.374,0,14,1,0.0
1,1,4,0.374,0,17,3,0.0
0,2,4,0.374,0,17,3,0.0
2,2,4,0.374,1,17,3,0.0
0,2,4,0.374,0,21,1,0.0
0,1,4,0.374,0,23,0,0.0
0,1,4,0.374,0,1,1,0.0
0,2,4,0.374,0,3,1,0.0
0,2,4,0.374,0,5,0,1.0
0,2,4,0.374,0,7,1,0.0
0,1,4,0.374,0,9,1,0.0
0,2,4,0.374,0,11,2,0.0
0,0,4,0.374,0,12,1,0.0
0,1,4,0.374,0,13,0,0.0
0,0,4,0.374,0,15,0,0.0
0,2,4,0.374,0,18,1,0.0
0,0,4,0.374,0,22,2,0.0
0,2,4,0.374,0,15,4,0.0
0,0,4,0.374,0,8,4,0.0
0,1,4,0.374,0,9,3,0.0
0,2,4,0.374,0,13,3,0.0
0,2,4,0.374,0,16,2,0.0
0,2,4,0.374,0,17,2,0.0
0,0,4,0.374,0,18,1,0.0
0,0,4,0.374,0,19,0,2.0
2,1,4,0.374,0,20,0,2.0
1,2,4,0.374,0,20,0,2.0
0,0,4,0.374,0,0,0,0.0
0,2,4,0.374,0,1,0,0.0
0,2,4,0.374,0,2,1,0.0
0,1,4,0.374,0,4,1,0.0
0,1,4,0.374,0,7,1,0.0
0,2,4,0.374,0,8,1,0.0
0,0,4,0.374,0,9,1,0.0
0,2,4,0.374,0,10,0,0.0
1,1,4,0.374,0,11,0,1.0
0,2,4,0.374,0,11,0,6.0
2,2,4,0.374,0,11,0,6.0
1,0,4,0.374,0,18,0,0.0
2,2,4,0.374,0,15,0,3.0
1,1,4,0.374,0,23,0,2.0
2,1,4,0.374,0,0,0,1.0
0,2,4,0.374,0,20,0,6.0
0,1,4,0.374,0,3,1,0.0
0,2,4,0.374,0,1,4,0.0
0,2,4,0.374,0,6,3,0.0
0,1,4,0.374,0,11,4,0.0
0,2,4,0.374,0,15,3,0.0
0,2,4,0.374,0,18,3,0.0
0,2,4,0.374,0,19,2,0.0
0,2,4,0.374,0,22,2,0.0
0,2,4,0.374,0,2,3,0.0
0,2,4,0.374,0,4,3,0.0
0,0,4,0.374,0,5,2,0.0
0,2,4,0.374,0,6,2,0.0
0,2,4,0.374,0,7,1,0.0
0,0,4,0.374,0,8,0,1.0
1,1,4,0.374,0,9,0,1.0
0,2,4,0.374,0,12,1,0.0
0,2,4,0.374,0,14,1,0.0
0,1,4,0.374,0,17,0,0.0
0,0,4,0.374,0,18,0,0.0
0,2,4,0.374,0,19,2,0.0
0,2,4,0.374,0,21,1,0.0
0,2,4,0.374,0,2,3,0.0
0,1,4,0.374,0,4,3,0.0
0,0,4,0.374,0,11,3,0.0
0,0,4,0.374,0,2,4,0.0
0,2,4,0.374,0,9,3,0.0
0,0,4,0.374,0,14,3,0.0
0,0,4,0.374,0,16,3,0.0
0,2,4,0.374,0,19,2,0.0
0,2,4,0.374,0,20,2,0.0
0,2,4,0.374,0,21,1,0.0
0,2,4,0.374,0,23,1,0.0
0,0,4,0.374,0,1,1,0.0
0,2,4,0.374,0,2,0,1.0
1,2,4,0.374,0,3,0,1.0
1,2,4,0.374,0,4,0,1.0
0,2,4,0.374,0,7,0,0.0
0,1,4,0.374,0,9,1,0.0
0,2,4,0.374,0,10,0,1.0
0,1,4,0.374,0,12,0,0.0
0,1,4,0.374,0,13,1,0.0
1,0,4,0.374,1,15,0,0.0
0,1,4,0.374,0,14,0,3.0
1,2,4,0.374,0,16,0,1.0
1,0,4,0.374,0,19,0,2.0
2,2,4,0.374,0,17,0,5.0
2,2,4,0.374,1,20,0,2.0
0,2,4,0.374,0,1,0,0.0
0,1,4,0.374,0,2,0,0.0
0,1,4,0.374,0,7,1,0.0
0,2,4,0.374,0,13,3,0.0
0,2,4,0.374,0,20,4,0.0
0,2,4,0.374,0,3,4,0.0
0,0,4,0.374,0,11,4,0.0
1,1,4,0.374,0,19,3,0.0
0,2,4,0.374,0,19,3,0.0
0,2,4,0.374,0,23,3,0.0
0,0,4,0.374,0,1,2,0.0
0,2,4,0.374,0,2,2,0.0
0,2,4,0.374,0,3,2,0.0
0,1,4,0.374,0,4,1,0.0
1,0,4,0.374,0,6,0,0.0
0,1,4,0.374,0,5,0,1.0
2,2,4,0.374,1,6,0,1.0
3,1,4,0.374,1,10,0,0.0
3,2,4,0.374,0,6,0,4.0
4,2,4,0.374,1,6,0,5.0
3,2,4,0.374,1,7,0,6.0
2,2,4,0.374,1,11,0,2.0
1,0,4,0.374,0,15,0,1.0
2,2,4,0.374,0,12,0,5.0
3,1,4,0.374,0,18,0,2.0
2,2,4,0.374,0,16,0,5.0
3,2,4,0.374,1,16,0,5.0
4,2,4,0.374,2,16,0,9.0
3,0,4,0.374,0,3,0,2.0
4,2,4,0.374,0,19,0,11.0
5,2,4,0.374,3,20,0,10.0
3,2,4,0.374,0,22,0,12.0
1,2,4,0.374,1,9,0,4.0
2,2,4,0.374,0,10,0,3.0
0,2,4,0.374,0,18,2,0.0
0,0,4,0.374,0,4,4,0.0
0,2,4,0.374,0,7,3,0.0
0,1,4,0.374,0,10,3,0.0
0,2,4,0.374,0,11,2,0.0
0,0,4,0.374,0,17,2,0.0
0,2,4,0.374,0,21,3,0.0
0,2,4,0.374,0,23,2,0.0
0,2,4,0.374,0,0,1,0.0
0,2,4,0.374,0,1,1,0.0
0,0,4,0.374,0,4,2,0.0
0,2,4,0.374,0,8,2,0.0
0,0,4,0.374,0,9,2,0.0
0,1,4,0.374,0,12,2,0.0
0,2,4,0.374,0,16,1,0.0
0,1,4,0.374,0,22,3,0.0
0,2,4,0.374,0,0,2,0.0
0,2,4,0.374,0,1,1,0.0
1,0,4,0.374,0,2,1,0.0
0,1,4,0.374,0,2,1,1.0
0,2,4,0.374,0,6,1,0.0
0,2,4,0.374,0,8,1,0.0
0,2,4,0.374,0,11,3,0.0
0,2,4,0.374,0,14,2,0.0
0,2,4,0.374,0,20,4,0.0
0,0,4,0.374,0,19,4,0.0
0,2,4,0.261,0,2,4,0.0
1,2,4,0.261,0,2,4,0.0
0,1,4,0.261,0,11,4,0.0
1,2,4,0.261,1,11,4,0.0
0,1,4,0.261,0,13,2,0.0
0,2,4,0.261,0,14,1,0.0
0,2,4,0.261,0,16,1,0.0
0,2,4,0.261,0,19,3,0.0
0,1,4,0.261,0,20,2,0.0
0,2,4,0.261,0,23,3,0.0
0,2,4,0.261,0,0,2,0.0
0,2,4,0.261,0,1,1,0.0
0,1,4,0.261,0,2,1,0.0
0,1,4,0.261,0,6,2,0.0
0,2,4,0.261,0,14,4,0.0
0,1,4,0.261,0,17,3,0.0
0,2,4,0.261,0,19,3,0.0
1,2,4,0.261,0,19,3,0.0
0,2,4,0.261,0,5,4,0.0
0,0,4,0.261,0,7,3,0.0
0,1,4,0.261,0,8,2,0.0
0,2,4,0.261,0,13,3,0.0
0,1,4,0.261,0,17,3,0.0
0,2,4,0.261,0,18,2,0.0
0,1,4,0.261,0,20,2,0.0
0,1,4,0.261,0,21,1,0.0
0,0,4,0.261,0,22,1,0.0
0,1,4,0.261,0,0,0,0.0
0,2,4,0.261,0,9,4,0.0
0,2,4,0.261,0,12,3,0.0
0,2,4,0.261,0,13,2,0.0
0,0,4,0.261,0,19,2,0.0
1,2,4,0.261,0,19,2,0.0
0,0,4,0.261,0,20,0,0.0
0,1,4,0.261,0,22,0,0.0
0,2,4,0.261,0,12,4,0.0
0,2,4,0.261,0,6,4,0.0
0,2,4,0.261,0,10,3,0.0
0,2,4,0.261,0,11,2,0.0
0,2,4,0.261,0,13,1,0.0
0,1,4,0.261,0,15,2,0.0
0,2,4,0.261,0,16,1,0.0
0,2,4,0.261,0,0,3,0.0
0,2,4,0.261,0,1,3,0.0
0,0,4,0.261,0,2,2,0.0
1,1,4,0.261,0,4,1,0.0
0,2,4,0.261,0,4,1,0.0
1,0,4,0.261,0,6,0,1.0
0,1,4,0.261,0,5,0,2.0
2,1,4,0.261,0,7,0,3.0
1,1,4,0.261,0,9,0,2.0
0,0,4,0.261,0,13,1,0.0
0,2,4,0.261,0,15,2,0.0
0,2,4,0.261,0,19,3,0.0
0,1,4,0.261,0,22,3,0.0
0,0,4,0.261,0,1,3,0.0
0,0,4,0.261,0,10,4,0.0
0,2,4,0.261,0,14,3,0.0
0,2,4,0.261,0,15,2,0.0
0,1,4,0.261,0,20,3,0.0
0,2,4,0.261,0,23,2,0.0
